评论,评分,分词
外观好看屏幕很大很大器拍照效果很好运行速度很快待机时间非常不错,3,外观 好看 屏幕 很大 很大 器 拍照 效果 运行 速度 很快 待机时间 非常 不错 
外形外观手机非常好用十分好看真的好喜欢屏幕音效屏幕很清晰也很大拿在手机很有手感整体不错运行速度挺快开机速度快运行流畅质量非常好摄像头清晰拍照很酷值得购买配置够用其他特色卖家发货很快快递小哥给力哦是一款性价比很高的手机好评,3,外形 外观 手机 非常 好用 十分 好看 真的 喜欢 屏幕 音效 屏幕 清晰 很大 手机 手感 整体 不错 运行 速度 挺快 开机 速度 快 运行 流畅 质量 非常 摄像头 清晰 拍照 很酷 值得 购买 配置 够用 特色 卖家 发货 很快 快递 小哥 给力 一款 性价比 高 手机 好评 
外形外观外观上很好看黑色显得比较大气而且屏幕都非常好屏幕音效声音洪亮用音乐视频软件放的时候声音比较清晰拍照效果拍照很好在同比同比的手机中算是很好的了吧运行速度运营速度很快在打吃鸡王者的时候都挺好的待机时间待机时间也非常长不打游戏的情况下能坚持一天其他特色感觉这手机还不错一次性买了两个,3,外形 外观 外观 好看 黑色 显得 比较 大气 屏幕 非常 屏幕 音效 声音洪亮 音乐 视频 软件 放 声音 比较 清晰 拍照 效果 拍照 同比 同比 手机 中 算是 运行 速度 运营 速度 很快 吃 鸡 王者 挺 待机时间 待机时间 非常 长 打游戏 情况 下能 坚持 一天 特色 感觉 手机 不错 一次性 买 两个 
很好很划算很好用各方面表现不错电池耐用没有一直玩游戏看电视就正常看看新闻刷朋友圈的话电量够用两天了因为是第二次购买这个牌子的手机所以送了一个耳机,3,划算 方面 表现 不错 电池 耐用 没有 一直 玩游戏 看电视 正常 看看 新闻 刷 朋友圈 电量 够用 两天 第二次 购买 牌子 手机 送 一个 耳机 
外形外观漂亮的不要不要的屏幕音效绝对杠杠的拍照效果三个字没毛病清晰无比待机时间待使用运行速度刷刷刷的,3,外形 外观 漂亮 不要 不要 屏幕 音效 绝对 杠杠 拍照 效果 三个 字 没 毛病 清晰 无比 待机时间 使用 运行 速度 刷刷 刷 
很喜欢外观漂亮手感很好大屏看的更清楚买来送给家人的妈妈很喜欢京东购物物流快售后有保障满意的一次购物,3,喜欢 外观 漂亮 手感 大屏 更 清楚 买来 送给 家人 妈妈 喜欢 京东 购物 物流 快 售后 保障 满意 一次 购物 
外形外观外观时尚很好看黑色很适合屏幕音效全面屏很好就是摄像头要在边上就好但是这样也挺不错了音效听歌也很好很棒拍照效果拍照很好运行速度打游戏啥的也不卡挺好待机时间不玩游戏的话还是能用很长时间但是打游戏的话就很快但是基本每个手机都这样其他特色因为一直用的所以买一个便宜点的备用机,3,外形 外观 外观 时尚 好看 黑色 适合 屏幕 音效 全面 屏 摄像头 边上 挺不错 音效 听歌 很棒 拍照 效果 拍照 运行 速度 打游戏 不卡 挺 待机时间 玩游戏 能用 长时间 打游戏 很快 基本 每个 手机 特色 一直 买 一个 便宜 点 备用机 
外形外观很漂亮比图片还蓝很喜欢办公室用屏幕音效的屏幕看着很舒服的运行速度非常流畅比第一代的手机舒畅多了待机时间可以说待机四五天绝对没问题好几天没充电也就是耗去一半点很给力拍照效果拍照一般毕竟价格在这里不要太大的期望值其他特色赠品全手机壳直接给了,3,外形 外观 很漂亮 图片 蓝 喜欢 办公室 屏幕 音效 屏幕 看着 舒服 运行 速度 非常 流畅 第一代 手机 舒畅 待机时间 说 待机 四五天 绝对 没 问题 几天 没 充电 耗去 半点 力 拍照 效果 拍照 毕竟 价格 不要 太大 期望值 特色 赠品 全 手机 壳 直接 
千元之下的手机这款手机真的是无可挑剔性价比超高外观时尚颜色很正性能方面堪比手机照相功能也很强大游戏性能还可以备用机首选行后面数据非常大气手机续航能力非常好新巧方便没有一点点卡顿,3,千元 之下 手机 款 手机 真的 无可挑剔 性价比 超高 外观 时尚 颜色 很正 性能 方面 堪比 手机 照相 功能 强大 游戏 性能 备用机 首选 行 后面 数据 非常 大气 手机 续航 能力 非常 新巧 方便 没有 一点点 卡顿 
手机收到了送货速度很快妈妈很是满意拆开后一看哇外观很是惊艳颜色很好看很有屏幕看着也很舒服音效也一级棒拍照感觉像素也挺高的运行速度也很快不卡顿容量较大待机时间长买它买它,3,手机 收到 送货 速度 很快 妈妈 满意 拆开 外观 惊艳 颜色 好看 屏幕 看着 舒服 音效 一级 棒 拍照 感觉 像素 挺 高 运行 速度 很快 不卡顿 容量 较大 待机时间 长买 买 
给爸爸买的电池续航能力感觉不错拍照效果拍照效果很好可以满足日常生活需要运行速度手机运行速度也不错叫爸爸用了几天才来评价真心不错手感也很好还有一点就是物流速度一个字快,3,爸爸 买 电池 续航 能力 感觉 不错 拍照 效果 拍照 效果 满足 日常生活 需要 运行 速度 手机 运行 速度 不错 爸爸 几天 评价 真心 不错 手感 一点 物流 速度 一个 字快 
这手机也太好了吧捡到宝了打游戏一点也不卡非常的顺畅外观也很好看外形外观非常好看拍照效果清晰运行速度快待机时间长屏幕音效非常棒,3,手机 太好了 捡 宝 打游戏 一点 不卡 非常 顺畅 外观 好看 外形 外观 非常 好看 拍照 效果 清晰 运行 速度 快 待机时间 长 屏幕 音效 非常 棒 
外形外观买了好几次因为性价比比较高外观漂亮大小也非常合适颜色惊艳很合适运行速度运行速度快系统运行行云流水一般王者吃鸡都是极好的其他特色通话效果真的很好家里老人听的都很满意待机时间非常不错夜间拍照也很给力充电速度,3,外形 外观 买 几次 性价比 比较 高 外观 漂亮 大小 非常 合适 颜色 惊艳 合适 运行 速度 运行 速度 快 系统 运行 行云流水 王者 吃 鸡 极好 特色 通话 效果 真的 家里 老人 听 满意 待机时间 非常 不错 夜间 拍照 力 充电 速度 
外形外观美观大方感觉像两千多的手机哈哈给妈妈买的很喜欢第一次用体验很好速度很快电池能用天希望以后能一直很好用就是不知道内存卡放进去能不能影响速度用的来说很满意拍照效果错画质不输上千手机运行速度没感觉出来慢待机时间人用天没问题,3,外形 外观 美观大方 感觉 两千多 手机 妈妈 买 喜欢 第一次 体验 速度 很快 电池 能用 天 希望 以后 一直 知道 内存卡 放进去 不能 影响 速度 满意 拍照 效果 错 画质 不输 上千 手机 运行 速度 没 感觉 慢 待机时间 人用 天 没 问题 
外形外观英寸水滴屏加上赤茶红颜色爱了爱了拿在手里很舒服屏幕音效屏幕符合我个人的要求毕竟不是特别的需求拍照效果超广角三摄拍照很给力运行速度骁龙的处理器当做备用机很不错待机时间的打电池加上的快充一天一冲完全够用其他特色京东的物流很棒店铺的客服很耐心有问题都详细的解答了,3,外形 外观 英寸 水滴 屏 加上 赤茶 红颜色 爱 爱 手里 舒服 屏幕 音效 屏幕 符合 个人 要求 毕竟 特别 需求 拍照 效果 超广角 三摄 拍照 力 运行 速度 骁龙 处理器 当做 备用机 不错 待机时间 电池 加上 快充 一天 一冲 完全 够用 特色 京东 物流 很棒 店铺 客服 耐心 问题 详细 解答 
外形外观外观时尚不重手屏幕音效屏幕清晰不刺眼老人家用着放心拍照效果拍照效果很不错色彩真实细腻运行速度下个王者试了下不卡顿很流畅待机时间待机一晚没掉电真好用其他特色伴你相随,3,外形 外观 外观 时尚 重手 屏幕 音效 屏幕 清晰 刺眼 老人家 放心 拍照 效果 拍照 效果 不错 色彩 真实 细腻 运行 速度 下个 王者 试 不卡顿 流畅 待机时间 待机 一晚 没 掉电 真好 特色 伴 相随 
手机确实不错额虽然是大电池但是做的不是特别的厚恩品质品控把控得都非常好不愧是大厂现在已经做到了世界前的水平嗯并且线下有很多的实体店这一点非常的好维修或者是更换手机膜手机壳给用户提供方便每个月还要重粉鞋都说明了真正的把用户做到第位确实做的很好步步高名不虚传现在系统做的也很不错了嗯用起来很流畅而且这个配置的处理器的大内存毫安的大电池,3,手机 确实 不错 额 电池 做 特别 厚恩 品质 品控 控得 非常 不愧 大厂 现在 已经 做到 世界 前 水平 线下 很多 实体店 一点 非常 维修 更换 手机 膜 手机 壳 用户 提供方便 每个 月 重粉 鞋 说明 真正 用户 做到 第位 确实 做 步步高 名不虚传 现在 系统 做 不错 起来 流畅 配置 处理器 内存 毫安 电池 
外形外观外观很漂亮时尚很符合当前的潮流屏占比很高屏幕音效屏幕效果色彩亮丽的专门就是做声音起家的音效特别好拍照效果拍照前置万像素后置万加万加万的精神特别好拍照很清晰并且有多种拍照模式很满意运行速度运行速度很快的很好并且嗯除了两个手机卡之外还可以额外的插内存卡使的内存空间特别的大不用再因为手机内存不足而使手机卡顿待机时间待机时间实在是太超乎想象了毫安的大电池基本没有几个手机可以做到并且物美价廉的手机特别好确实不错其他特色虽然价格不贵但是手机出厂就已经贴好膜了并且带手机壳而且送耳机并且每年免费可以贴膜和换手机壳服务真的很贴心而且每天还都可以做任务领积分真的是太好了以后就买手机了,3,外形 外观 外观 很漂亮 时尚 符合 当前 潮流 屏 占 高 屏幕 音效 屏幕 效果 色彩 亮丽 专门 做 声音 起家 音效 特别 拍照 效果 拍照 前置 万 像素 后置 万加 万加 万 精神 特别 拍照 清晰 多种 拍照 模式 满意 运行 速度 运行 速度 很快 两个 手机卡 之外 额外 插 内存卡 内存空间 特别 不用 手机 内存不足 手机卡 顿 待机时间 待机时间 实在 太 超乎 想象 毫安 电池 基本 没有 几个 手机 做到 物美价廉 手机 特别 确实 不错 特色 价格 贵 手机 出厂 已经 贴 膜 带 手机 壳 送 耳机 每年 免费 贴膜 换 手机 壳 服务 真的 贴心 每天 做 任务 领 积分 真的 太好了 以后 买手机 
外形外观外观类似渐变色非常漂亮屏幕音效音效大拍照效果拍照效果不错运行速度十分流畅待机时间没的说很强悍其他特色总之十分好,3,外形 外观 外观 类似 渐变色 非常 漂亮 屏幕 音效 音效 拍照 效果 拍照 效果 不错 运行 速度 十分 流畅 待机时间 没 说 强悍 特色 十分 
外形外观手机玩物流配送很快东西很满意质量不错外形是经典的蓝色我喜欢的颜色运行速度还是可以的用了几款软件都很满意屏幕分辨率也不错看电视追电影都很不错当备用机或者老年机绝对给力价格还很满意五星好评其他特色京东自营就是给力优惠力度大配送及时,3,外形 外观 手机 玩 物流配送 很快 东西 满意 质量 不错 外形 经典 蓝色 喜欢 颜色 运行 速度 几款 软件 满意 屏幕 分辨率 不错 看电视 追 电影 不错 备用机 老年 机 绝对 给力 价格 满意 五星 好评 特色 京东 自营 给力 优惠 力度 配送 及时 
外形外观外形很不错只比我现在拿的寸手机大一点屏幕音效很灵敏反应速度很快拍照效果可以接受没用过手机据说这品牌的手机拍照不错运行速度很快不卡顿待机时间一直开待机天半只用了的电待机时间很长其他特色双十一优惠很大性价比很高对比了红米荣耀华为畅享等最后选了最实惠的,3,外形 外观 外形 不错 现在 寸 手机 一点 屏幕 音效 灵敏 反应速度 很快 拍照 效果 接受 没用过 手机 据说 品牌 手机 拍照 不错 运行 速度 很快 不卡顿 待机时间 一直 开 待机 天 半只 电 待机时间 很长 特色 双十 优惠 很大 性价比 高 红米 荣耀 华为 畅享 最后 选 实惠 
